run_id,timestamp,input_image,input_label,prompt,prompt_label,neutral_prompt,lambda,seed,cfg,num_views,model_version,git_sha,mean_clip_score,clip_score_view0,mean_lpips_vs_input,self_consistency_chamfer,self_consistency_cpsnr,self_consistency_cssim,runtime_sec,peak_vram_gb,views_dir,grid_path,run_dir
bench__sunset__l0p000,2026-04-18T23:40:20.367273,backend/images/benchmark_image_1.jpg,bench,a living room at sunset with warm golden hour light,sunset,a photo of a living room interior,0.0,23,4.0,10,seva-1.1,a940dcfb922a9505a7cbdf8951d6964205b827c7,0.2869003713130951,0.2898017168045044,0.6660316586494446,,,,2268.0467727184296,15.853114368,backend/experiments/clip_recond/20260418-234020_bench__sunset__l0p000/views,backend/experiments/clip_recond/20260418-234020_bench__sunset__l0p000/views_grid.png,backend/experiments/clip_recond/20260418-234020_bench__sunset__l0p000
living_room__sunset__l0p000,2026-04-19T02:16:57.148459,backend/images/benchmark_image_1.jpg,living_room,a living room at sunset with warm golden hour light,sunset,a photo of a living room interior,0.0,23,4.0,10,25,bf16,seva-1.1,a940dcfb922a9505a7cbdf8951d6964205b827c7,0.29386597871780396,0.3028346598148346,0.664042592048645,,,,147.60716891288757,13.336490496,backend/experiments/clip_recond/20260419-021657_living_room__sunset__l0p000/views,backend/experiments/clip_recond/20260419-021657_living_room__sunset__l0p000/views_grid.png,backend/experiments/clip_recond/20260419-021657_living_room__sunset__l0p000
living_room__sunset__l0p050,2026-04-19T02:19:37.832719,backend/images/benchmark_image_1.jpg,living_room,a living room at sunset with warm golden hour light,sunset,a photo of a living room interior,0.05,23,4.0,10,25,bf16,seva-1.1,a940dcfb922a9505a7cbdf8951d6964205b827c7,0.2975064218044281,0.29455509781837463,0.6551574468612671,,,,3090.9612984657288,16.987757056,backend/experiments/clip_recond/20260419-021937_living_room__sunset__l0p050/views,backend/experiments/clip_recond/20260419-021937_living_room__sunset__l0p050/views_grid.png,backend/experiments/clip_recond/20260419-021937_living_room__sunset__l0p050
